instruction,input,output
Report the incident with appropriate safety tip.,"I noticed a gunshot near Unit 3959 Box 9534, DPO AE 87036.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 4089 Connie Meadow Suite 056, Heatherchester, ME 49844.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 34270 Faulkner Point Apt. 634, West Deborah, MN 12620.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 46990 Jacob Trace, South Jason, MA 40240.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a loud noise near USS Lewis, FPO AE 97687.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 93638 Rowe Light Suite 854, Michaelfort, CT 95189.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 55609 Joyce Brook Suite 899, Phillipsborough, IN 50287.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 8547 Murray Street, Garyside, HI 71559.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a road hazard near Unit 0801 Box 0062, DPO AP 30835.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 38750 Hopkins Brook, New Andreatown, NC 95160.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 86211 John River Suite 546, West Susanmouth, IA 91889.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 016 Bennett Mountains, Lake Albertburgh, NM 57374.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a pothole near 180 Jason Ways Suite 401, Rachelshire, AZ 24009.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near USNV Smith, FPO AE 77444.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 42939 Rhodes Plains Suite 621, Brianchester, CA 45143.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 0477 Michael Lane Suite 296, Port Christinebury, CA 11253.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a pothole near 265 Rodriguez Avenue Suite 754, East Christopherchester, OH 73211.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 15819 Shields Bridge, Robertland, OH 32317.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 622 Turner Park, North Gary, MT 39790.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 4379 Stephen Dale, Adamfurt, RI 50293.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 5692 Flores Square Apt. 752, Novakport, UT 83456.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a pothole near 6465 Sarah Flats, Lake Katrina, VA 61006.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a vandalism near USNS Gonzales, FPO AA 91312.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 724 Johnny Drives Suite 617, Aguilarside, UT 55328.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 891 Kayla Shoals Suite 290, Rasmussenmouth, NE 14387.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 88899 Sean Lock Suite 982, Whitneyfort, LA 55023.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near PSC 1125, Box 4573, APO AP 63799.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 7514 Lisa Crescent, Port Matthewville, GA 97558.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 258 Mullen Fort, Sotoburgh, TN 57141.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 9660 Jamie Terrace, New Cristianside, MN 43228.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 7859 Carr Radial, West Michaelmouth, HI 88789.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
